speaker,text,act,conv_id,topic,topic_ldaconv,topic_ldautt
0,"I am interested in the events in Atlanta, GA. I have also heard that United Vs Revolution is quite good",3,499,-1,-1,-1
1,The event is on tomorrow which i found on 5 days. This event is held in United Vs Revolution at Mercedes-Benz Stadium.,9,499,-1,-1,-1
0,"I am also interested in events on other dates as i came to know that Crystal Palace Vs Norwich is quite good. I am interested for an event in London, UK.",8,499,-1,-1,-1
1,The event is on day after tomorrow which i found on 5 days. This event is held in Crystal Palace Vs Norwich at Selhurst Park Stadium.,9,499,-1,-1,-1
0,I need 2 tickets for an event as it sounds good to me.,25,499,-1,-1,-1
1,Please give confirmation details: The event- Crystal Palace Vs Norwich taking place on day after tomorrow in London and number of tickets is 2.,11,499,-1,-1,-1
0,This will work for me.,20,499,-1,-1,-1
1,Your reservation is done.,21,499,-1,-1,-1
0,When is the event starting and where is it located?,5,499,-1,-1,-1
1,Event starts at 6:30 pm. and venue located at Holmesdale Road,6,499,-1,-1,-1
0,This is all i need and thank you very much for your help.,14,499,-1,-1,-1
1,Have a wonderful day.,15,499,-1,-1,-1
0,Can you recommend me somewhere to eat?,1,80,-1,-1,-1
1,What city do you want me to look in?,2,80,-1,-1,-1
0,It should be in SFO.,3,80,-1,-1,-1
1,"Okay, what type of cuisine do you want?",2,80,-1,-1,-1
0,I'd like to get some Middle eastern food in Oakland.,3,80,-1,-1,-1
1,There's a good restaurant in Oakland called Dyafa.,4,80,-1,-1,-1
0,How about something else? I'm looking for a meal on a budget.,8,80,-1,-1,-1
1,I found 1 that might work for you. It is called Marhaba Indian & Pakistani Halal Cuisine and it is in Oakland.,9,80,-1,-1,-1
0,What is the address?,5,80,-1,-1,-1
1,It is located at 1437 Franklin Street.,6,80,-1,-1,-1
0,"Okay, that sounds good.",16,80,-1,-1,-1
1,Should I reserve you a table there?,17,80,-1,-1,-1
0,"Yeah, make a reservation please.",29,80,-1,-1,-1
1,What time should I make the reservation for?,2,80,-1,-1,-1
0,I'd like it to be at 13:30.,3,80,-1,-1,-1
1,"Okay, so you would like to reserve at table at Marhaba Indian & Pakistani Halal Cuisine in Oakland, for 2 people today at 1:30 pm. Is that correct?",11,80,-1,-1,-1
0,"No, it is just for 1 person.",19,80,-1,-1,-1
1,"Okay, so you'd like to make a reservation for 1 person today?",11,80,-1,-1,-1
0,"Yes, that sounds good.",20,80,-1,-1,-1
1,"Okay, your reservation was completed successfully.",21,80,-1,-1,-1
0,"Okay great, thanks.",22,80,-1,-1,-1
1,Is there anything else you need?,23,80,-1,-1,-1
0,"No, that's all thanks.",24,80,-1,-1,-1
1,"Okay, have a nice day.",15,80,-1,-1,-1
0,Could you help me find some pop songs?,27,837,-1,-1,-1
1,"I managed to find 10 songs you might like, one of which is Adorn by Miguel in his album Kaleidoscope Dream.",9,837,-1,-1,-1
0,Do you have any alternatives?,7,837,-1,-1,-1
1,Would you like to listen to African Beauty by Diamond Platnumz in his album A Boy From Tandale instead?,4,837,-1,-1,-1
0,"Sure, could you play that?",16,837,-1,-1,-1
1,Do you want to play it now?,17,837,-1,-1,-1
0,"Yes, please play it on the kitchen device.",18,837,-1,-1,-1
1,Please confirm your action to play African Beauty on the kitchen speaker.,11,837,-1,-1,-1
0,Could you play it on my bedroom speaker instead?,19,837,-1,-1,-1
1,Please confirm your action to play African Beauty on the bedroom speaker.,11,837,-1,-1,-1
0,"Yes, that is confirmed.",20,837,-1,-1,-1
1,Your song is currently being played.,21,837,-1,-1,-1
0,"Sure, thank you!",22,837,-1,-1,-1
1,Could I further assist you?,23,837,-1,-1,-1
0,"No, that's all the help I need.",24,837,-1,-1,-1
1,Thank you and have a great day ahead!,15,837,-1,-1,-1
0,Can you help me find the date for some events that are going on in SD?,27,488,-1,-1,-1
1,Certainly. Can you give me the name of the event that you are interested in?,2,488,-1,-1,-1
0,The Padres Vs Orioles game.,3,488,-1,-1,-1
1,I've found an event by that name on 7 days. The soonest event is tomorrow. The event is Padres Vs Orioles at Petco Park.,9,488,-1,-1,-1
0,What is the address of Petco Park? Also when does the event start?,5,488,-1,-1,-1
1,"The location is 100 park Boulevard, and the event will begin at 5 pm.",6,488,-1,-1,-1
0,What about some other events? I heard that Freestyle Love Supreme is pretty good. Find me something in the DC area.,8,488,-1,-1,-1
1,I've found that the event Freestyle Love Supreme is on today at Family Theater.,4,488,-1,-1,-1
0,"Oh okay, cool.",16,488,-1,-1,-1
1,Would you like to purchase tickets to this event?,17,488,-1,-1,-1
0,Definitely I would.,29,488,-1,-1,-1
1,How many tickets would you like to purchase?,2,488,-1,-1,-1
0,Just the 1.,3,488,-1,-1,-1
1,Please confirm the following: 1 ticket to Freestyle Love Supreme today in Washington D.C.,11,488,-1,-1,-1
0,"Actually, I changed my mind. Let me get 2 tickets.",19,488,-1,-1,-1
1,Please confirm the following: 2 tickets to Freestyle Love Supreme today in Washington D.C.,11,488,-1,-1,-1
0,"Confirmed. Can you also tell me the address, and the starting time of the event?",12,488,-1,-1,-1
1,"Your tickets have successfully been purchased. The location of the venue is 2700 F Street Northwest, Washington, District of Columbia 20566, United States. The event will begin at 5 pm.",13,488,-1,-1,-1
0,"Great! You're very helpful, as always.",14,488,-1,-1,-1
1,I'm glad to be of service. Enjoy the rest of your day.,15,488,-1,-1,-1
0,I'd like to hear some Pop music.,27,616,-1,-1,-1
1,Kaleidoscope Dream by Miguel has the lovely Adorn on it.,4,616,-1,-1,-1
0,What about Singular Act I. Any good tunes on there?,8,616,-1,-1,-1
1,Singular Act I? Yeah. At least 3. We have Almost Love by Sabrina Carpenter.,9,616,-1,-1,-1
0,Keep going.,7,616,-1,-1,-1
1,"Singular Act I by Sabrina Carpenter, lets see. How about Paris?",4,616,-1,-1,-1
0,Yeah. Play that on the speaker in kitchen.,25,616,-1,-1,-1
1,"Paris on kitchen speaker, right?",11,616,-1,-1,-1
0,Check that. Make it the bedroom speaker.,19,616,-1,-1,-1
1,Paris on the bedroom speaker?,11,616,-1,-1,-1
0,Yes. Paris on the bedroom speaker.,20,616,-1,-1,-1
1,Paris is playing in your bedroom.,21,616,-1,-1,-1
0,"Great, but what about the song? I mean, thanks.",22,616,-1,-1,-1
1,Could I get you something else. Like a date?,23,616,-1,-1,-1
0,"No thanks, Wise Guy.",24,616,-1,-1,-1
1,Enjoy yourself then.,15,616,-1,-1,-1
0,I need to find an event.,1,1027,-1,-1,-1
1,What type of event?,2,1027,-1,-1,-1
0,Sports sounds fun.,3,1027,-1,-1,-1
1,What city should I look in?,2,1027,-1,-1,-1
0,In Washington D.C. please.,3,1027,-1,-1,-1
1,I found Dc United Vs Revolution at Audi Field.,4,1027,-1,-1,-1
0,Sounds great/,16,1027,-1,-1,-1
1,Do you want tickets?,17,1027,-1,-1,-1
0,Yes please.,29,1027,-1,-1,-1
1,"How many tickets, and which date?",2,1027,-1,-1,-1
0,"the 14th of March, four tickets.",3,1027,-1,-1,-1
1,"I have 4 tickets on the March 14th for the Dc United Vs Revolution in Washington D.C., is that correct?",11,1027,-1,-1,-1
0,"No, I want 3 on the 9th please.",19,1027,-1,-1,-1
1,"I have 3 tickets on March 9th, is that correct?",11,1027,-1,-1,-1
0,Yes that is correct.,20,1027,-1,-1,-1
1,Your tickets are reserved.,21,1027,-1,-1,-1
0,"Thank you, that's all I needed.",14,1027,-1,-1,-1
1,Have a wonderful day.,15,1027,-1,-1,-1
0,I'm looking for something to do with a friend. Can you look up some events for me?,1,1190,-1,-1,-1
1,"Sure, where do you want to go? Are you interested in Music events, Sports, or some other kind of event?",2,1190,-1,-1,-1
0,Some kind of Music event in London on the 12th of March would be good.,3,1190,-1,-1,-1
1,Looks like Crystal Lake is happening at Boston Music Room that day.,4,1190,-1,-1,-1
0,"Great, that sounds good.",16,1190,-1,-1,-1
1,Do you want to buy tickets?,17,1190,-1,-1,-1
0,Maybe later. I need to check the date.,33,1190,-1,-1,-1
1,"The Crystal Lake at Boston Music Room event is only happening 1 day, March 12th.",9,1190,-1,-1,-1
0,"Ok, that's fine.",16,1190,-1,-1,-1
1,Can I help you with anything else?,23,1190,-1,-1,-1
0,Can I get tickets for that?,1,1190,-1,-1,-1
1,How many do you need?,2,1190,-1,-1,-1
0,I need two tickets.,3,1190,-1,-1,-1
1,"Ok, just to confirm, you want 2 tickets for the Crystal Lake on March 12th in London.",11,1190,-1,-1,-1
0,"Yep, that's correct.",20,1190,-1,-1,-1
1,"Ok, I've booked your tickets.",21,1190,-1,-1,-1
0,When does it start and what's the venue's address?,5,1190,-1,-1,-1
1,It starts at 5:30 pm and it's at 178 Junction Road.,6,1190,-1,-1,-1
0,"Great, thanks. That's all.",14,1190,-1,-1,-1
1,Have a great day.,15,1190,-1,-1,-1
0,I want to hear a song.,1,916,-1,-1,-1
1,I found 10 songs including Into You from the Ariana Grande album Dangerous Woman.,9,916,-1,-1,-1
0,What other songs are there?,7,916,-1,-1,-1
1,Do you like High from the Sivik album Winter Collection?,4,916,-1,-1,-1
0,Do you have any songs by Iggy Azalea?,8,916,-1,-1,-1
1,Do you like Black Widow from the Iggy Azalea album The New Classic?,4,916,-1,-1,-1
0,I like that song. Please play it now.,25,916,-1,-1,-1
1,Please confirm you want to play Black Widow on the TV.,11,916,-1,-1,-1
0,That is perfect.,20,916,-1,-1,-1
1,Enjoy the song!,21,916,-1,-1,-1
0,"Thank you, that will be all.",14,916,-1,-1,-1
1,See you soon!,15,916,-1,-1,-1
0,Can you find Pop songs similar to the Demi album?,27,752,-1,-1,-1
1,I found 1 song. Would you like to listen to Neon Lights by Demi Lovato from the Demi album?,9,752,-1,-1,-1
0,That's great. Thank you.,16,752,-1,-1,-1
1,Would you like to listen to it now?,17,752,-1,-1,-1
0,"Yes, that's correct.",29,752,-1,-1,-1
1,Please confirm. Would you like to play Neon Lights on the TV?,11,752,-1,-1,-1
0,"Yes, that's correct.",20,752,-1,-1,-1
1,Started playing the song.,21,752,-1,-1,-1
0,Thank you very much.,22,752,-1,-1,-1
1,What else can I help with?,23,752,-1,-1,-1
0,No thank you.,24,752,-1,-1,-1
1,Have a good day.,15,752,-1,-1,-1
0,I'm looking for events.,1,1059,-1,-1,-1
1,What city are you looking for events in? What type of events are you interested in?,2,1059,-1,-1,-1
0,I want to find music events in Philly.,3,1059,-1,-1,-1
1,I found 10 events that match your request. The event is Blueface at the Fillmore Philadelphia.,9,1059,-1,-1,-1
0,What time is the event? What kind of event is it?,5,1059,-1,-1,-1
1,It is a hip hop event that starts at 5 pm.,6,1059,-1,-1,-1
0,Are there any other events?,7,1059,-1,-1,-1
1,There is another event. Conan Gray is playing at The Fillmore Philadelphia.,4,1059,-1,-1,-1
0,What are some other events? I want to find pop events in NYC.,8,1059,-1,-1,-1
1,I found 4 events that match your request. Amber Run Brooklyn is playing at Warsaw.,9,1059,-1,-1,-1
0,"Sounds good, I want to buy tickets.",10,1059,-1,-1,-1
1,How many tickets do you want to buy? What date do you want to buy tickets for?,2,1059,-1,-1,-1
0,I want to buy 4 tickets for next Tuesday.,3,1059,-1,-1,-1
1,Please confirm: 4 tickets for Amber Run Brooklyn next Tuesday in New York.,11,1059,-1,-1,-1
0,"Yes, sounds good.",20,1059,-1,-1,-1
1,Your reservation was successfully booked.,21,1059,-1,-1,-1
0,"Thank you, that's all.",14,1059,-1,-1,-1
1,Have a good day.,15,1059,-1,-1,-1
0,I'd like to find a date for events.,1,461,-1,-1,-1
1,"Sure, which event would you like?",2,461,-1,-1,-1
0,How about the Star City Music festival,3,461,-1,-1,-1
1,What city were you looking to attend this event in?,2,461,-1,-1,-1
0,"Brisbane, please.",3,461,-1,-1,-1
1,There's a Star City Music Festival next monday at Brisbane Community Park,4,461,-1,-1,-1
0,What time and where is it?,5,461,-1,-1,-1
1,"The venue address is Brisbane, California 94005, United States at 6:30 pm",6,461,-1,-1,-1
0,I'd rather check out the mariners vs rangers game in Seattle,8,461,-1,-1,-1
1,Sure. There's 5 days this event takes place. There's a mariners vs rangers game today at T-Mobile park,9,461,-1,-1,-1
0,Are there other dates?,7,461,-1,-1,-1
1,"Yes, there's a mariners vs rangers game the day after tomorrow at T-mobile park",4,461,-1,-1,-1
0,"Sweet, I'd like to buy the tickets.",10,461,-1,-1,-1
1,How many tickets would you like>,2,461,-1,-1,-1
0,1 ticket please.,3,461,-1,-1,-1
1,Can you confirm the event details below: 1 ticket to the Mariners Vs Rangers game the day after tomorrow in Seattle,11,461,-1,-1,-1
0,"No, please book 2 tickets.",19,461,-1,-1,-1
1,Please confirm your event details: 2 tickets for an event in Seattle,11,461,-1,-1,-1
0,"Yes, that's perfect but what time will be start?",12,461,-1,-1,-1
1,The event for 6 pm is confirmed.,13,461,-1,-1,-1
0,Please tell me the location.,5,461,-1,-1,-1
1,1250 1st Avenue South.,6,461,-1,-1,-1
0,"Awesome, thanks so much.",22,461,-1,-1,-1
1,Would you like something else?,23,461,-1,-1,-1
0,"Nope, thanks.",24,461,-1,-1,-1
1,Have a wonderful day,15,461,-1,-1,-1
0,Could you assist me in searching for interesting activities?,1,1327,-1,-1,-1
1,Is there a type of activity you prefer? Is there any specific metropolis I ought to look in?,2,1327,-1,-1,-1
0,I'm searching for activities near Oakland. I enjoy Games activities.,3,1327,-1,-1,-1
1,"I discovered 5 activities you may enjoy. The activity is Raiders Vs Bengals, which starts at 8 pm next Thursday at Oakland-Alameda County Coliseum.",9,1327,-1,-1,-1
0,That's perfect for me.,16,1327,-1,-1,-1
1,Would you like to purchase tickets for the event?,17,1327,-1,-1,-1
0,"No, maybe later. That's all.",36,1327,-1,-1,-1
1,Have a pleasant afternoon.,15,1327,-1,-1,-1
0,Can I make a reservation at this restaurant?,1,361,-1,-1,-1
1,What time would you like to place a reservation?,2,361,-1,-1,-1
0,I want it at six in the evening.,3,361,-1,-1,-1
1,In which city would you like to make a reservation? Do you have a restaurant in mind?,2,361,-1,-1,-1
0,I want a restaurant in SF. The restaurant I want to go to is called Khamsa.,3,361,-1,-1,-1
1,Please confirm the following information: The city is San Francisco. The reservation is at Khamsa restaurant at 6 PM today. The number of people in your party is 2.,11,361,-1,-1,-1
0,"Yes, that is excellent.",20,361,-1,-1,-1
1,Apologies. I was unable to book this reservation. Is there anything else that I may help you with?,26,361,-1,-1,-1
0,I want to try booking another reservation. The restaurant is Mimi's.,27,361,-1,-1,-1
1,Please confirm the following information: The city is San Francisco. The restaurant is Mimi's Cafe. The reservation is for today at 6 pm. There are 2 people in your party.,11,361,-1,-1,-1
0,"Yes, that sounds good. Is this restaurant expensive or affordable?",12,361,-1,-1,-1
1,Apologies. I was unable to book this reservation. Is there anything else that I may help you with?,26,361,-1,-1,-1
0,"No, thank you.",24,361,-1,-1,-1
1,Have a wonderful day.,15,361,-1,-1,-1
0,"I want to find a match in Phoenix, AZ.",27,1228,-1,-1,-1
1,I found 10 events that match your request. There is an event at Chase Field. It is Arizona Vs La Dodgers.,9,1228,-1,-1,-1
0,Please find other events.,7,1228,-1,-1,-1
1,Another event is Arizona Vs Milwaukee at Chase Field.,4,1228,-1,-1,-1
0,What are some other events? I want to go to a baseball game on March 14th.,8,1228,-1,-1,-1
1,There are 3 events that match your request. One is Diamondbacks Vs Brewers at Chase Field.,9,1228,-1,-1,-1
0,Where is the venue and what time does it start?,5,1228,-1,-1,-1
1,The venue is at 401 East Jefferson Street and it starts at 5 pm.,6,1228,-1,-1,-1
0,Sounds good. Any other events?,10,1228,-1,-1,-1
1,There is 1 event on March 14th at Chase Field. It's the Diamondbacks Vs Brewers.,9,1228,-1,-1,-1
0,Where is the venue and when does it start?,5,1228,-1,-1,-1
1,The venue is at 401 East Jefferson Street and it starts at 5 pm.,6,1228,-1,-1,-1
0,Sounds good. I would like to buy two tickets to the event.,25,1228,-1,-1,-1
1,Please confirm: 2 tickets for the Diamondbacks Vs Brewers on March 14th in Phoenix.,11,1228,-1,-1,-1
0,"No, just one ticket.",19,1228,-1,-1,-1
1,Please confirm: 1 ticket for the event in Phoenix.,11,1228,-1,-1,-1
0,"Yes, that sounds good.",20,1228,-1,-1,-1
1,Your reservation was successfully made.,21,1228,-1,-1,-1
0,"Thank you, that is all.",14,1228,-1,-1,-1
1,Have a good day.,15,1228,-1,-1,-1
0,Could you find me an interesting event to go to?,1,955,-1,-1,-1
1,Should I look in a particular city?,2,955,-1,-1,-1
0,I am into Sports events and am looking for Baseball events in SFO.,3,955,-1,-1,-1
1,I have 8 events that you might like. How about this Giants Vs Brewers event in Oracle Park? It will be next Tuesday at 7 pm.,9,955,-1,-1,-1
0,Sounds good. Could you reserve 3 tickets to that event?,25,955,-1,-1,-1
1,Could you confirm that you want 3 tickets to go to the Giants Vs Brewers event next Tuesday in San Francisco?,11,955,-1,-1,-1
0,"Yep, sounds good.",20,955,-1,-1,-1
1,The reservation is confirmed. Have a good time!,21,955,-1,-1,-1
0,Thank you for helping.,22,955,-1,-1,-1
1,Do you need anything else?,23,955,-1,-1,-1
0,"No, that is all. I appreciate the help.",24,955,-1,-1,-1
1,Have a good one.,15,955,-1,-1,-1
0,"I would like to watch The Man Who Knew Too Much now, and please have it with subtitles.",27,239,-1,-1,-1
1,Please confirm the following details: Play the movie The Man Who Knew Too Much with subtitles.,11,239,-1,-1,-1
0,Yes please.,20,239,-1,-1,-1
1,Starting the movie.,21,239,-1,-1,-1
0,"What kind of movie is it, and who is the director?",5,239,-1,-1,-1
1,It is classified as a Drama and it was directed by Alfred Hitchcock.,6,239,-1,-1,-1
0,"Thank you, that is all I need.",14,239,-1,-1,-1
1,Have a good day.,15,239,-1,-1,-1
0,Could you find me some events around San Francisco?,27,945,-1,-1,-1
1,What type of event do you want? Do you like music or sports?,2,945,-1,-1,-1
0,I like music events.,3,945,-1,-1,-1
1,I found 10 events for you. The Allan Rayman event is taking place at August Hall 6 pm on March 9th.,9,945,-1,-1,-1
0,That sounds fun. I want to book tickets to that event.,10,945,-1,-1,-1
1,How many tickets do you want?,2,945,-1,-1,-1
0,Two.,3,945,-1,-1,-1
1,You want 2 tickets to the Allan Rayman event on March 9th in San Francisco. Is that correct?,11,945,-1,-1,-1
0,"Yes, that's correct. What is the venue's address?",12,945,-1,-1,-1
1,Your tickets have been ordered. Enjoy! The address is 420 Mason Street.,13,945,-1,-1,-1
0,Thanks for your help. That is all.,14,945,-1,-1,-1
1,Have a nice day.,15,945,-1,-1,-1
0,"I'm looking for a good place to get something to eat, can you help?",1,17,-1,-1,-1
1,"Sure. What kind of food do you want? You can ask for Mexican, American, Sushi, or anything else. And also, what city should I search in?",2,17,-1,-1,-1
0,"Oh, I'm in Oakland. Please find an American restaurant.",3,17,-1,-1,-1
1,I'd recommend Chop Bar in Oakland.,4,17,-1,-1,-1
0,Are their prices extravagant? How can I contact them.,5,17,-1,-1,-1
1,"No, their prices are moderate. Their phone number is 510-834-2467.",6,17,-1,-1,-1
0,"Okay, that sounds good. Can you reserve a table for me?",10,17,-1,-1,-1
1,What time would you like it?,2,17,-1,-1,-1
0,Please reserve it for six pm.,3,17,-1,-1,-1
1,"Sure, please confirm that you'd like to book a table for 2 at Chop Bar in Oakland from 6 pm today.",11,17,-1,-1,-1
0,Yes that's perfect. What's their address? Do they have a live band?,12,17,-1,-1,-1
1,Your table is booked. You can find them at 247 4th Street. Unfortunately they don't do live music.,13,17,-1,-1,-1
0,Okay thanks. That'll be all.,14,17,-1,-1,-1
1,"Okay, have a good night.",15,17,-1,-1,-1
0,I want to make a reservation for this evening 7.,27,303,-1,-1,-1
1,At which restaurant would you like to make this reservation?,2,303,-1,-1,-1
0,"Make it at Mister Jiu's in SFO. Also, it should be noted the reservation is only for 1 person.",3,303,-1,-1,-1
1,Please confirm the following: Book a table for 1 person at Mister Jiu's in San Francisco at 7 pm today.,11,303,-1,-1,-1
0,"Yes, I don't necessarily need a whole table but I think they will understand.",20,303,-1,-1,-1
1,I'm sorry to say that I was unable to make a reservation at Mister Jiu's for 1 person at that time. Shall I make the reservation for today at 6:30 pm instead?,31,303,-1,-1,-1
0,"Yeah, I guess that will work.",20,303,-1,-1,-1
1,"Your reservation has been successfully made, enjoy your meal.",21,303,-1,-1,-1
0,I will. Thank you very much.,14,303,-1,-1,-1
1,You're welcome.,15,303,-1,-1,-1
0,"I'm going on a road trip, Can you find me some Pop songs? I really like the album Climate Change.",27,743,-1,-1,-1
1,"Do you like the song Options by Pitbull, from the album Climate Change?",4,743,-1,-1,-1
0,"yes, I like at song, can you play it?",10,743,-1,-1,-1
1,"So, you want me to play Options on the TV?",11,743,-1,-1,-1
0,"No, play options in my kitchen.",19,743,-1,-1,-1
1,So you want me to play Options on the Kitchen speaker?,11,743,-1,-1,-1
0,"Yes, thank you.",20,743,-1,-1,-1
1,I played the song for you.,21,743,-1,-1,-1
0,Thank you.,14,743,-1,-1,-1
1,Have a good day.,15,743,-1,-1,-1
0,I want to find somewhere to eat. It needs to serve alcohol and it doesn't matter if it's pricey.,27,76,-1,-1,-1
1,What type of food do you want? How about Mexican or Italian? What city should I search in?,2,76,-1,-1,-1
0,Look in SFO. I'm feeling Japanese food.,3,76,-1,-1,-1
1,I've found 4 potential restaurants for you. How about Izakaya Sushi Ran in San Francisco?,9,76,-1,-1,-1
0,What's the address and number?,5,76,-1,-1,-1
1,The address is 2223 Market Street. The number is 415-655-3738.,6,76,-1,-1,-1
0,That sounds good.,16,76,-1,-1,-1
1,Should I reserve a table for you?,17,76,-1,-1,-1
0,Yes. Make it for evening 5:45.,18,76,-1,-1,-1
1,"Okay, please confirm: Table for 2 at Izakaya Sushi Ran in San Francisco today at 5:45 pm.",11,76,-1,-1,-1
0,"No, it's for 1 person. Let's do it on the 8th.",19,76,-1,-1,-1
1,"Okay, please confirm: reservation for 1 next Friday.",11,76,-1,-1,-1
0,No. Make it for 3 people at 11:15.,19,76,-1,-1,-1
1,Please confirm: reservation for 3 people at 11:15 am.,11,76,-1,-1,-1
0,"Yes, that's right. Do they have live music?",12,76,-1,-1,-1
1,The reservation has been made. They do not have live music.,13,76,-1,-1,-1
0,Thanks. That's it for now.,14,76,-1,-1,-1
1,Have a great day.,15,76,-1,-1,-1
0,"I really like Taylor Swift's songs, especially from her album Speak Now. Would you be able to help find me songs similar to those?",27,624,-1,-1,-1
1,"Have you heard, The Story Of Us by Taylor Swift? I found 1 song you may like that's from her Album, Speak Now.",9,624,-1,-1,-1
0,That sounds like a great idea.,16,624,-1,-1,-1
1,Shall we begin playing the music?,17,624,-1,-1,-1
0,"If that is what you would like, of course!",29,624,-1,-1,-1
1,"Is the play, The Story Of Us on TV right now?",11,624,-1,-1,-1
0,Correct. What's the genre?,12,624,-1,-1,-1
1,The song that started playing was a Pop song.,13,624,-1,-1,-1
0,Thanks. I have everything I need.,14,624,-1,-1,-1
1,I hope you enjoy the rest of your day.,15,624,-1,-1,-1
0,Can you help me find a song?,1,895,-1,-1,-1
1,"How about Lotus Flower by Radiohead, in the album The King of Limbs?",4,895,-1,-1,-1
0,"Do you have other suggestions? I like Shawn Mendes, and I like all genres.",8,895,-1,-1,-1
1,"How about Aftertaste by Shawn Mendes, in the album Handwritten?",4,895,-1,-1,-1
0,When did the song come out?,5,895,-1,-1,-1
1,The song is from 2015.,6,895,-1,-1,-1
0,"Sounds good, I'd like to play it.",10,895,-1,-1,-1
1,Should I play Aftertaste on the TV?,11,895,-1,-1,-1
0,"No, on the kitchen device, please.",19,895,-1,-1,-1
1,So I should play Aftertaste on the kitchen speaker?,11,895,-1,-1,-1
0,"Actually, no, in my bedroom please.",19,895,-1,-1,-1
1,So I should play Aftertaste on the bedroom speaker?,11,895,-1,-1,-1
0,"Yes, that's right.",20,895,-1,-1,-1
1,The song has begun.,21,895,-1,-1,-1
0,"Thanks, that's all I needed.",14,895,-1,-1,-1
1,Have a nice day.,15,895,-1,-1,-1
0,I want to find dates for events.,1,434,-1,-1,-1
1,Which city should I look in? Do you know what event you want to see?,2,434,-1,-1,-1
0,New York. I heard good things about France Rocks Festival.,3,434,-1,-1,-1
1,The France Rocks Festival is tomorrow and will be located at David Rubenstein Atrium at Lincoln Center.,4,434,-1,-1,-1
0,When does it start? Where is the venue located?,5,434,-1,-1,-1
1,It starts at 6:30 pm and the venue is located at 61 West 62nd Street.,6,434,-1,-1,-1
0,Sounds great! I want one ticket please.,25,434,-1,-1,-1
1,Please confirm the following details: 1 ticket for the France Rocks Festival; the event is tomorrow in New York.,11,434,-1,-1,-1
0,"Yes, that works!",20,434,-1,-1,-1
1,Your reservation is scheduled.,21,434,-1,-1,-1
0,Thanks for your help! I don't need anything else.,14,434,-1,-1,-1
1,Have a nice day.,15,434,-1,-1,-1
0,"I am in the mood for some music, can you find me some songs?",1,810,-1,-1,-1
1,What about the song Girl Crush from the album Pain Killer by Little Big Town?,4,810,-1,-1,-1
0,What is the genre of the song?,5,810,-1,-1,-1
1,It is considered a Country song.,6,810,-1,-1,-1
0,I love Country. That's perfect.,16,810,-1,-1,-1
1,Is there anything else I can help you with?,23,810,-1,-1,-1
0,"Yes, I would like to play the song on my kitchen device.",27,810,-1,-1,-1
1,"You would like to play Girl Crush on your kitchen speaker, is that correct?",11,810,-1,-1,-1
0,"Yes, that's right.",20,810,-1,-1,-1
1,The song is now playing.,21,810,-1,-1,-1
0,"That's all I need, thank you.",14,810,-1,-1,-1
1,My pleasure. Have a wonderful day.,15,810,-1,-1,-1
0,"I want to eat out today, and would like a reservation at a restaurant.",1,375,-1,-1,-1
1,Please tell me the city in which to search.,2,375,-1,-1,-1
0,"Please search in SF, for 4 people.",3,375,-1,-1,-1
1,Any preferred restaurant? What time should I reserve it for?,2,375,-1,-1,-1
0,Please make a reservation at Limon for the 13th at morning 11:45.,3,375,-1,-1,-1
1,"Please confirm that the reservation is for 11:45 am on March 13th, at Limon Rotisserie in San Francisco. It is for 4 people.",11,375,-1,-1,-1
0,"Yes, that's perfect. Do you have their address, as well as contact number?",12,375,-1,-1,-1
1,Your reservation has been made. They are on 1001 South Van Ness Avenue. You can reach them on 415-821-2134.,13,375,-1,-1,-1
0,Much appreciated.,22,375,-1,-1,-1
1,Is there anything else I can help you with?,23,375,-1,-1,-1
0,"Nothing else, thanks a lot.",24,375,-1,-1,-1
1,Wishing you a good day.,15,375,-1,-1,-1
0,"Can you find and play the movie, Shazam!?",27,248,-1,-1,-1
1,I have found the movie: Shazam! Play now?,11,248,-1,-1,-1
0,Yes.,20,248,-1,-1,-1
1,Shazam! Is now starting.,21,248,-1,-1,-1
0,What is the genre of the movie? Who directs the movie?,5,248,-1,-1,-1
1,The movie is directed by David Sandberg. The genre is Adventure.,6,248,-1,-1,-1
0,Thanks! That is all.,14,248,-1,-1,-1
1,Have a good day.,15,248,-1,-1,-1
0,I would like to watch a movie now.,1,241,-1,-1,-1
1,What movie would you like to watch?,2,241,-1,-1,-1
0,I would like to watch Missing Link.,3,241,-1,-1,-1
1,Would you like to watch Missing Link without subtitles?,11,241,-1,-1,-1
0,I changed my mind. I would like to watch Blackmail - Cinemix Par Chloe with subtitles.,19,241,-1,-1,-1
1,Would you still like to watch Blackmail - Cinemix Par Chloe with subtitles?,11,241,-1,-1,-1
0,"Yes, I would like to watch that.",20,241,-1,-1,-1
1,The movie cannot be played. Can I help you with something else?,26,241,-1,-1,-1
0,"No, thank you.",24,241,-1,-1,-1
1,"Ok, have a great day.",15,241,-1,-1,-1
0,"I like Metal songs, can you find me some?",27,663,-1,-1,-1
1,"I found 10 songs, how about Born For Greatness from Crooked Teeth by Papa Roach?",9,663,-1,-1,-1
0,Perfect let's play that.,10,663,-1,-1,-1
1,Please confirm Born For Greatness on TV.,11,663,-1,-1,-1
0,"Yes, that's what I want.",20,663,-1,-1,-1
1,The song is starting.,21,663,-1,-1,-1
0,Thank you very much.,22,663,-1,-1,-1
1,Can I do anything else for you?,23,663,-1,-1,-1
0,No that's all I need.,24,663,-1,-1,-1
